code,title,subjects,credits,description
PSYC437,Introduction to Counselling Theories,psychology,4,"Counselling psychology stands out as one of the most popular branches within the field of psychology. This course is designed to introduce students to theories in Counselling. Counselling Psychology offers the ways and means to work with human beings in psychological distress. Thus it is the sub-field that not only offers an application of various understandings of the mind, but also an important purpose to the vast knowledge that the discipline generates. The history of counselling is rich and dynamic. It has been influenced by social, political and intellectual movements at various times. This course aims to familiarise the students with this complex past and present of counselling through some of the major theoretical streams that developed within Psychology.Through thorough exploration and critical analysis of various counselling theories, students will delve into the core principles, concepts, and methodologies integral to the counselling process. Engaging with case studies and role-playing scenarios, students will have the opportunity to contextualise theoretical constructs within real-life counselling contexts. By navigating the complexities of counselling theories, students will gain a deeper understanding of the nuanced approaches employed in the therapeutic encounter."
PSYC438,"Advanced Qualitative Research: Power, politics, pleasure",psychology,4,
PSYC440,Testing & Measurement in Psychology,psychology,4,"This practicum course introduces students to the theory, principle, and technique involved in psychological testing and measurement. The course discusses the history of psychological testing and processes involved in test construction, reliability and validity establishment, and test standardisation. It examines some widely-used tests for Personality, Intelligence, Aptitude, Projective and Ability tests. This course also gives the basic training needed in conducting a psychological test, including understanding the need for a manual, test administration, scoring, interpreting and reporting. It discusses the applicability of psychological testing in various fields including Clinical, Organisational, School and educational, Developmental settings, Career counselling, Forensic, Sports, Defence and Military Psychology. Finally, this course looks into the ethical and practical issues in testing."
PSYC442,Political Psychology,psychology,4,"Political psychology has been defined as the 'application of what is known about human psychology to the study of politics' (Sears, Huddy & Jervis, 2003, p. 3) and social psychology has influenced the study of political psychology more than any other subfield of Psychology. The course will introduce students to an overview of political psychology with a focus on questions that are currently central to the field’s concerns. These include construction of group identities, emotions and actions, collective mobilisation with a focus on leadership processes, and citizenship (as an example of group membership in a political community) through the lens of psychological theories. I have designed the course with learning built in three phases:
The first phase: will be bringing our common sensical understanding/ opinions/ knowledge/ to the table. We shall collate and think about what we ‘know’ about prejudice, for instance.
The second phase: we shall then interrogate our findings from phase 1 with research from psychological theories. I will lead this with lectures and working with our interactions in class as data points.
In the third phase, we shall work with the theories that we have learned to look at political material including websites/ speeches/ songs/ videos/ social media posts.
Students will thinking with psychological theories and the clarification of many misunderstood psychological studies (including the famous Obedience studies of Milgram, Conformity studies by Asch, and even the supposed bystander effect of not helping people in crisis.) Students of psychology will find that a healthy interest in the world around them, engaged thinking of stepping outside the realm of only the ‘individual’ will help in constituting the psychological selves in political ways."
PSYC443,Experimental Social Psychology,psychology,4,"This course develops on foundational concepts of social psychology and the research methods courses offered in the Psychology programme at Krea, and introduces students to the exciting world of technological mediations in psychological processes. This is primarily lab-based and will use equipments available in the psychology lab at Krea. We shall introduce students to experimental designs in immersive environments through Virtual Reality MetaQuest3 headsets, the use of EEG and Eye-tracking in studying real-world phenomena from climate change responses to social interactions to mental health interventions. The course aims to be a technologically mediated exploratory journey of social psychological research. It shall be taught by instructors of social psychology and cognitive psychology."
PSYC444,Advanced Social Psychology,psychology,4,"This course is designed for advanced students of social psychology interested in pursuing questions at the boundaries of social psychological imagination. The course aims to teach the nuts and bolts of social psychological research to students who are already familiar with concepts in social psychology and are interested in honing their potential research ideas into ‘researchable’ questions. This shall be done by developing on concepts taught in social psychology to critically reading current cutting-edge research employing various methods, including experimental designs and qualitative analysis. The modules are designed to critically engage with social identity and self categorisation approaches that inform areas in psychological research.

The success of the course depends on student interest as much as instructor guidance and has been designed to integrate both equally. Students will identify their areas of interest (for example, health psychology, feminist interpretations, moral psychology, femcel mobilisation, cultural folklores, military psychology) early on in the course with the instructor’s guidance, which they will then follow with critical reading of both theoretical and empirical articles in conjunction with the modules of foundational approaches, methods, contemporary sites of behavioural analysis (including social networking sites), emotion and cognition, and social norms designed in the course. There will be a fair amount of work in this course, and it will be difficult at times – that’s the “advanced” part."
PSYC501,Introduction to Clinical Psychology,psychology,4,"This course introduces clinical psychology as a field concerned with understanding psychological distress within its broader social, cultural, and ethical contexts. It examines how concepts such as mental health, illness, and psychopathology are shaped by historical developments, theoretical frameworks, and systems of classification. Moving beyond purely individual explanations, the course foregrounds the role of social structures and lived experience in shaping mental health, with particular attention to the Indian context. It encourages students to critically engage with how distress is defined, interpreted, and addressed across diverse settings. Overall, the course positions clinical psychology as both a scientific and socially embedded practice, emphasising reflexive, context-sensitive, and ethically informed approaches to mental health and care."
PSYC502,Human Development & Psychopathology,psychology,4,"In this course, we will learn about the developmental origins, progression, and social contexts of psychological disorders. Taking an integrative approach, this course draws upon developmental psychopathology, lived experience, and cultural perspectives to analyze what gets classified as psychopathology in childhood and adolescence. Case studies will be used to discuss how early developmental experiences shape mental health outcomes in adulthood and later life, and what risk and protective factors influence the nature of psychological vulnerability and resilience."
PSYC521,Becoming Reflective Practitioners,psychology,4,"This course explores the development of the counselor’s personal and professional identities, focusing on the cultivation of self-reflection as a core clinical competency. Students will investigate the ""person of the therapist"" and how their own internal landscape — values, biases, family-of-origin patterns, and physiological states — influences the therapeutic encounter. Alongside this self-inquiry, students will practice and refine foundational counseling skills, including active listening, empathic responding and purposeful communication, recognizing that technical competence and self-awareness are mutually reinforcing dimensions of effective clinical practice."
PSYC522,Common Factors in Counselling,psychology,4,"This course investigates the common factors across models of psychotherapy and counselling, prioritizing the shared mechanisms of change over school/model-specific techniques. Students will examine the essential elements of successful counseling relationships while critically evaluating the foundational dichotomies and theoretical debates that define the field. By exploring these core tensions, the course provides a comprehensive framework for understanding the diverse landscape of modern approaches to mental health."
PSYC523,Counselling Skills I - Systems Approach,psychology,2,"This course provides a comprehensive exploration of the Marriage and Family Therapy (MFT) field, tracing its historical evolution from foundational roots to modern-day applications. The curriculum investigates the theoretical architecture of both classical and emerging models, equipping students to critically appraise their utility across diverse family structures. Beyond theory, the course emphasizes essential clinical skills in family therapy as well as the ethical complexities unique to systemic work."
SOCL201,"Communities, Identities and Cultures in India",political science|sociology,4,"What is identity? How do community identities define socio-political practices? Does identity and othering go hand in hand? How do languages shape community identifications? How does popular culture inform identity formation in India? What is majoritarianism and where do we locate the minorities in India? How are diasporic identities constructed and sustained? In the course ‘Communities, Identities and Cultures in India’ we would ask several such questions and seek answers. This course intends to explore social identities and social locations in India from the perspectives of practices, diversities, and hierarchies around those practices. Expanding on the discourse of personal is political, this course aims to analyse how our everyday practices and identifications stem from larger community affiliations, which also imply stereotypes and othering. The course is divided into four parts - in the first part we will contextualise the significance of communities and identities at large, and survey how scholars have located and critiqued community as an analytical concept to investigate what collective identity might mean in India with special reference to ethnic identities, religious identities, colonialism, nationalism, and secularism. The immersive engagement in this section will deep dive into village studies, and engage with different scholarly approaches to the study of culture through festivals, ritual and other forms of community cultural expression. In the second section we will look into social construction of identities, and how community identity becomes a category of experience through the prism of social categories, cultural expression, and language. This section will also capture the pulse of linguistic nationalism as the defining point of identity assertion in India on one hand and English language elitism as an expression of colonial lingering on the other. In the third segment we will examine the role of mediation, media, and identity and community formation in the diaspora. In this section, students will also engage with transnational frameworks and diasporic identities. Having located the politics around community affiliations and collective identities in the conceptual and theoretical contexts, in the fourth and the last segment, students will undertake a small research project."
SOCL205,Political Economy of Development,political science|sociology,4,"In the 20th century, the entire world came to be divided into ""underdeveloped"", ""developing"" and ""developed"" countries. Underlying this division was a hegemonic project of ""development"", an extended process of structural transformation associated with industrialization and modernization of economies and societies, largely led by and operating within nation-states. Since the heydays of modernization, this consensus has unravelled in four ways. First, there have been many normative critiques of development, as well as many alternative normative agendas for development (e.g. human development, inclusive development, sustainable development). Second, the centrality of the national scale is no longer taken for granted; development processes are understood to operate at multiple scales ranging from the local to the global. Third, both in popular and academic discourse, there has been a reconsideration of the respective roles played by governments, firms, non-governmental actors, social movements, etc. in the development process. Finally, in development scholarship, there has been a proliferation of the methodological and theoretical frameworks used to analyze the development process.

In this course, students will be introduced to different intellectual traditions of development scholarship, and their interactions with the world of policy-making and implementation. Accordingly, the course is divided into three modules. The first module, titled the “History of Development Thought”, helps students understand how ideas about development have evolved since the early 20th century. In the second module, titled “Methodological Innovations”, students are introduced to new approaches to development scholarship and its relationship with evidence drawn from the real world. The final module, titled “Development Dilemmas”, picks up a sample of concrete dilemmas emerging from development debates in recent years.
This course will be reading and writing-intensive; in addition to weekly response essays, students will write a literature review and a position paper on a topic of their choice."
SOCL206,Introduction to Feminist Theory,philosophy|political science|psychology|sociology,4,"This course introduces key directions and themes in feminist thought and practice, both global and local, spanning a time frame starting from the eighteenth century to the contemporary times. Examining how gender and sexuality operates in society, we examine how gender is not an individual attribute or a role, but rather a system of social practices that constructs different categories of people—“men” and “women”—and organizes social interaction and inequality around this difference. The course will take a sociological approach in understanding what is sex and gender , how they operate in the labor market, at home, and at school, and how they structure our everyday lives at the individual, interactional, and institutional level. Throughout the course, we will prioritize reading, evaluating, and questioning feminist theory and sociological research on gender. We will also investigate feminist thought from a variety of disciplinary perspectives and theoretical orientations and focus on key debates such as the sex/gender system, intersectionality, sexual difference, and essentialism, amongst others. This course aims to think through the ways in which gender and sexuality intersect with caste, class, community and the nation. The aim of this course is to unravel the centrality of power in the practice of gender."
SOCL211,Economy and Society,sociology,4,"The human “propensity to truck, barter, and exchange” (a la Adam Smith) lies at the heart of all
modern economies. And yet, social scientists have adopted widely diverging theoretical
frameworks to understand how market economies function and evolve. At one end, the dominant
strand of economics today takes rational and instrumental action by individuals as its starting
point when modelling market exchange. By contrast, an equally influential stream of social
thought assumes that economic behaviour is conditioned by the same set of social and political
institutions that also govern other types of non-economic behaviour. In this course, students will
be introduced to the latter set of intellectual traditions in political economy and economic
sociology, wherein “institutions” are treated not merely as constraints upon economic behaviour
but also as constitutive of both the preferences and norms that inform such behaviour.
The course is divided into two modules. The first module (four weeks) revisits the work of some
original thinkers to locate the intellectual origins of this field of study. The second module poses
a series of comparative and historical questions that help illustrate the evolution of the capitalist
world economy from the 18th to the 21st century. Some of the possible themes to be covered in

the second module will include: the great divergence, industrialization and financialization,
inequality and social im/mobility, mass education and the establishment of professions, tax
reforms and welfare states, and new social movements."
SOCL213,Media and the Public,political science|sociology,4,"Why does media ownership matter? Is media freedom genuinely safeguarded in democracies, or is that merely a myth? How does social media contribute to community polarization in India? What constitutes the public sphere, and to what extent is it shaped by gender? How do diasporic communities negotiate cultural identity through food and engage in political discourse via social media? In what ways do diasporic communities engage with social media for political participation, debate and mobilization, and how does this impact political dynamics in both their host and home countries ? This course seeks to critically examine these pressing questions by engaging with key theoretical and empirical scholarship at the intersection of media, politics, society, and diaspora. It will provide participants with conceptual tools to analyze how media practices are shaped by power relations, and how they, in turn, influence public life, and shape up identity. The course concludes with a project, allowing participants to apply core concepts and analytical frameworks to contemporary empirical media related issues or case studies. Emphasis is placed on critical thinking, interdisciplinary engagement, and reflexive analysis."
SOCL215,"Anthropology of Violence: State, Power , and Politics",political science|sociology,4,
SOCL218,"Beasts, People and Wild Environments",environmental studies|sociology,4,"This introductory and interdisciplinary course focuses on human/animal stories to explore socio-cultural worldviews especially in relation to identity, social justice and the redistribution of natural resources, particularly in South Asia. Through ethnographies, films, novels and paintings we will explore the lives of those living in communities which depend on or live close to wild animals. The course aims to be an informative, provocative and a fun introduction to an exciting and relatively new field of scholarship."
SOCL225,"Caste, Community, Coloniality: From Victimhood to Political Responsibility",history|literature|political science|sociology,4,"The language used by activist and scholars to capture power, privilege, violence, and injustice has for various reasons remained underdeveloped. This course introduces scholarship that seeks to expand this language so as to enable articulation of nuances that are otherwise lost. Critiquing the dominant colonial and postcolonial frameworks, it takes a fresh look at the imbrication of caste, community and coloniality in South Asia. Pushing beyond the usual impasse on the binaries of perpetration and victimhood, blame and guilt, culpability and innocence to concerns like epistemic injustice, collective responsibility, implicated subject and the pure concept of forgiveness, it explores problems like: how we come to inherit collective responsibility for acts of violence and injustice that may have preceded us or may not have committed directly, and yet on closer examination find ourselves variously implicated in. Apart from introducing new concepts, the course offers a reflection on contexts like Kashmir that make the intricacies, contradictions and overlaps between caste, community and coloniality manifest."
SOCL236,Social Movements,political science|sociology,4,"What constitutes a social movement? Why and how do social movements emerge? Who joins
social movements and why? What strategies do they use? How do social movements differ?
Which resources are essential for social movements? Why are some successful, and some are
not? These are some of the questions that the course intends to address.
Emphasis will be not only on the processes and career of the movements but also on the
conditions and contexts that give rise to collective mobilization. The students will be encouraged
to ultimately reflect on more general questions about the nature of political power, resources,
conflict, and legitimacy, as well as, the relationship between human agency, social structure, and
historical change."
SOCL241,"Health, Data, Politics",sociology,4,"‘The more data the better’! ‘Data is the new oil’! This course problematizes these maxims by familiarizing students with the politics and paradox of data in healthcare. The course examines how data is produced, enacted, cleaned, refined, represented and utilized to diagnose and prevent disease outbreaks, expand access to healthcare, and determine patterns of funding and resource allocation in global health. In recent years, the term data has been attached to a range of approaches and processes, such as data-driven, data-fied, and data-based systems, to signify the promises that data holds for improving healthcare and advancing development.
Central to these approaches are the infrastructures and technologies (digital and otherwise), such as surveys, statistics, satellites, smartphones, apps, algorithms, big data, platforms, and artificial intelligence, that generate, maintain and circulate data from dispersed sites in the pursuit of more precise, predictive, and pre-emptive health outcomes. We ask how these infrastructures reconfigure everyday health work, doctor-patient relationships, and broader understandings of expertise, innovation, accountability, transparency and trust. And, on a more micro level, how digital and data infrastructures encourage new forms of self-care and self-monitoring practices? 
What modes of health governance do data infrastructures enable and what does that tell us about the role of the state in the delivery of healthcare? What happens when an eclectic mix of new public-private actors (technologists, designers, entrepreneurs, and consultants) enter this ecosystem? And, what does that reveal about underlying power dynamics, inequalities and market interests that animate data-driven healthcare? This course brings together scholarship from science and technology studies, medical and political anthropology, and critical data studies. We will read ethnographic accounts (with a significant focus on India and Africa) as well as policy-oriented documents. This approach situates grounded, empirical insights within broader political and institutional contexts."
SOCL257,The Social Construction of Nature,environmental studies|sociology,4,"Is nature the external world; or are humans part of nature? Is human subjectivity natural; or is it socially constructed? Are relations between human and non-human animals, or actors, social? Is there a pristine nature out there? Such debates around ‘the social construction of 'nature’ have animated discussions of the relationship between nature and society since at least the late twentieth century, and continue to offer valuable insights. This course introduces students to these debates around the perceptions of nature—human, non-human and more-than-human; the historical and often unsuccessful disciplining of more-than-human natures by dominant social, political and economic interests; and the emancipatory and democratic politics for socioecological justice that counter capitalogenic expropriations of more-than-human natures.
The first module examines the binary distinction between human and non-human nature, including human and non-human animals. In the second module we discuss the disciplining of more-than-human natures (including other species and affordances such as land, rivers or forests) by historically particular dominant interests. A fieldtrip animates the discussions in this module through exposure to lived negotiations of socioecological relations in a particular setting. The third module discusses the historical subjection of more-than-human natures to market imperatives in the pursuit of profits, and how their exploitation, depletion and dispossession have accelerated multiple socioecological crises in what has been termed the capitalocene. We end with a discussion of what democratic and emancipatory politics of more-than-human justice might look like."
SOCL304,"Qualitative Methods: Researching the Social, Political and the Historical",history|political science|sociology,4,"This course introduces the students to the various aspects, approaches and techniques of qualitative research. Qualitative research in social studies is significant for theory building and examining empiricism through exploration of the field. Distinct from quantitative methods, qualitative research methods involve close and long-standing interaction with the participants leading to various ethical and subjective considerations in research. This is also implicated in the researcher’s own location on and off the field. In addition, conducting field work involves multiple stages, sample selections, approaching and entering the field and planned process of observation. In the light of this, the course is divided into four sections. First section “Overview: key concepts and definitions” addresses the fundamental concepts related to qualitative research and the subject of methodological awareness required for conducting qualitative research. In the second module, “Various approaches of qualitative research”, the course offers detailed discussions on ethnography, case studies, life history method content and discourse analyses and the stages of theory building following an inductive approach to research. This module also extensively discusses the structural challenges and possibilities of conducting field work. The third module “Political economy of qualitative research” engages with the broad questions of how to conduct auto-ethnography and use the self as a research method; it deals with concepts like cultural insider, covert research etc. The fourth and the last module “Research Project” includes empirical research projects conducted by the students following various stages of qualitative research."
SOCL305,Introduction to Political Anthropology,history|political science|sociology,4,"This course offers an accessible introduction to political anthropology by tracing how the field emerged, how it relates to allied disciplines, and what makes anthropological approach to power and politics distinctive. Through close readings of foundational texts, key theoretical debates, and ethnographic case studies from diverse contexts, students will explore how political anthropology has evolved, what questions its practitioners grapple with today, and what the framework contributes—as well as where its limits lie—in understanding political life. Organized into five modules, the course examines the field’s origins and boundaries; anthropological perspectives on politics and the political; debates around the nation, state, public sphere, and civil society; anthropological approaches to protest and revolution; and ethnographies of political violence."
SOCL306,Introduction to Sociological and Anthropological Thought,sociology,4,"This required course introduces students to key moments in the development of sociological and
anthropological thought. Starting with the origins of the two disciplines; the ways in which both
disciplines are from inception implicated in the social, historical, political and economic context
out of which they emerged; we proceed to examine how ideas have emerged over time, through
relentless critical inquiry and engagement with diverse and changing contexts. Each module will
introduce students to a particular moment in the discourse and involve engagement with a
selection of representative texts drawn from key sociological and anthropological thinkers. This
is not an exhaustive course on the history of sociological/anthropological thought, nevertheless
the representative selection of texts is aimed at elucidating key theoretical insights of important


thinkers. Students are expected to undertake immersive reading and critically reflect on the ideas
thus introduced and their relevance (or not) in the contemporary world."
SOCL325,Eco feminism,environmental studies|sociology,4,"Ecofeminism is a school of feminism that seeks to understand intersectional nuances between
gender and environment under the patriarchal capitalist framework. The central aim of
ecofeminism is to offer an understanding of anthropocentric and androcentric worldviews on
both nature and women. As a school of feminism, ecofeminism is diverse with contradictory and
complementary perspectives about the relationship between women and nature. The course will
encompass the history, theories, and movements of ecofeminism that took place in the United
States, India, and Africa. Based on ecofeminist theories, students will examine the political,
social, and developmental impacts of ecofeminism on gender and climate change, and find
avenues for scholarly conversation in activism and research. The course will engage the students
with creative aspects of ecofeminist thoughts through literature, arts, and other creative projects."
SOCL328,"Kinship, Family, and Community",sociology,4,"""Why are the young women of some communities of Tamil Nadu, for example, expected to marry their maternal uncle i.e. mama? How and why did the Kulin Brahmins of Bengal justify having numerous wives? Traditionally, amongst the Nair, women were financially independent and inherited their mother’s house. Why did British colonialism change certain laws around marriage and inheritance and how did these transform family structures as well as ideas of gender and community in South Asia? Kinship, or how people are related to each other, has been an important way of learning about them and their culture. The categories some of us might have long considered “natural” such as gendered identities, patriarchal norms, social hierarchies, and even political systems, have revealed, especially when considered in light of other cultural systems, as constructed. So when discussing the Nair kinship system or hijra understandings of identity and community, for example, we will explore the role of religion and colonialism to critique traditionally held Western notions as well as deeply engrained religious beliefs, both centring on the patriarchal family and its associated gender essentialisms. 
A close study of kinship patterns from across the world will throw up historically variable, socially produced, and politically charged issues, which will enable us to critically explore the blinkered beliefs held on race, caste, and gender. After briefly situating the anthropological debates on kinship, gender, relatedness, caste, and community, this course will introduce a range of contemporary ethnographies to discuss recent socio-legal and political developments and how these end up refashioning today’s societal norms."""
SOCL335,Caste and Indigeneity Studies: Critical Perspectives from South Asia,sociology,4,"Varna, jati, kula, caste, tribe – this course begins by unpacking the historical categories, processes, institutions and practices through which social formations in the Indian sub-continent have been described, prescribed, and governed by rulers, elites, empires, governments and other formations of power on the one hand, and experienced by subjects on the other. Drawing on original texts, scholarly writings, discursive cultural production and social movements, we attempt to unravel how the study of, and response to, social organization in the Indian context generates often contradictory understandings of caste as social fact, experience of cultural identity, social imaginary, a fluid and potentially mobilizable social category, an instrument of power and domination, and dehumanizing technology of subjugation, humiliation, oppression and violence. The course attempts to trace the trajectory of epistemic understandings of caste from colonial understandings of social stratification to critical caste and technology studies, and their critical potential for interrogating the complex socio-economic, political, cultural and religious institutions and processes through which modern Indian society continues to reinscribe caste as an everyday social experience for over a billion people on the planet. Through the arc of the course, we will engage with the troubled ontological implications of social organization in Indian society, which tethers knowledge of self and other through lived experience while perpetuating forms of epistemic, infrastructural and arbitrary violence on historically oppressed and marginalized sections of society."
SOCL336,The Sociology of  Law,political science|sociology,4,
SOCL337,Place and Space in Culture,arts|literature|philosophy|sociology,4,"This course explores Place, and its co-relate Space, as inspiration for poesis, conceptual category, and line of inquiry in investigating humans and non-human social relations and lived
experience. How have humans construed Place in their relationship with their environments, and with each other? How have they responded to, interacted with and shaped place in action
and imagination? How does the experience of place shape notions of self and other, and produce forms of social and political action? How do the body and the senses become
incorporated in producing particular experiences of Place? How do we perceive and make sense of built environments, and nature as distinctive categories of place-based experience?
We will follow poets, philosophers, historians, and anthropologists as they engage and respond to place worlds, across time and space. We explore three conceptualizations of Place and Space here, from poetics, phenomenology and Marxist social theory as ways to attend to humans in place and on the move."
SOCL338,Capitalism: Essential Readings,economics|history|political science|sociology,4,This course familiarizes students with diverse classical and critical perspectives to capitalism. We will explore key thinkers and draw connections with contemporary debates around the various manifestations of capitalist relations.
SOCL340,The Urban Process,history|sociology,4,"This course examines ‘the urban’ as a field of inquiry and theorization from a relational perspective.
The course discusses key thinkers and debates in urban studies and analyses from the industrial
period, particularly from the mid-19th century, to the contemporary period. The course will enable

interdisciplinary thinking regarding urban phenomena, including urban form, social relations and
theorization. We will discuss key theoretical insights and shifts in understanding urban relations by
situating social contexts historically. The course materials will further disrupt the binary silos of
urban and rural studies by interrogating the co-constitution of the urban and the rural, albeit with an
emphasis on forms of urban life. A field trip will further provide first hand experience of the rural-
urban continuum, and facilitate the theorization of the distinctions therein."
SOCL345,Social Conflict and Religious Division: Exploring Contemporary India,political science|sociology,4,"How do food practices and taboos perpetuate caste,
racial, and religious divisions in India? In what ways has forced assimilation impacted the cultural and political autonomy of Indigenous communities? What gendered insights emerge from the lived experiences of half-widows in Kashmir in the context of prolonged conflict? Can religious violence be understood as a catalyst for political mobilization and state consolidation in contemporary India?
How does religious polarization shape diasporic politics? Does popular culture in India sustain majoritarian worldviews and contribute to their normalization? To what extent does digital media amplify political and social divisions? How does Bollywood cinema, as a popular culture, intensify stereotypes and othering? This course critically interrogates key questions at the intersection of politics, history, society, and culture in contemporary India. Structured around three interrelated units, Unframing India, Politics of Popular Culture and India in Cinema, the course traces the historical and political trajectories that have shaped the nation’s cultural and ideological formation."
SOCL346,Sociology and STS through Science Fiction,literature|sociology,4,"Sociology and STS Through Science Fiction” treats speculative cinema and short fiction as the basis for a comparative ethnography of power. Across eleven weeks, the course follows a curated sequence of science fiction films (Gattaca, Arrival, Akira, Blade Runner, Snowpiercer, Equilibrium, The Matrix, District 9, Sorry to Bother You, Brazil) alongside anti-caste and South Asian speculative writing drawn primarily from The Blaft Book of Anti-Caste SF and The Gollancz Book of South Asian Science Fiction, Volume 2. These materials provide grounded, situated imaginaries of genetic citizenship, infrastructural domination, border regimes, racial capitalism, bureaucratic violence, and abolitionist horizons that are often only abstractly theorized in canonical social theory. Students thus learn to read films/speculative narratives as sites where states, markets, and technical systems are made visible: how metrics fabricate “valid” and “invalid” lives; how simulations and media infrastructures encode ideology; how camps, checkpoints, databases, and documents enact caste/race, gender, and class hierarchies; how insurgent publics, underground networks, and counter-futures contest these arrangements. Each weekly module pairs one film with a small cluster of short fiction and an average of 60-70 pages of sociology, anthropology, and STS (e.g. Benjamin, Browne, Hall, Fraser, Ahmed, Bhattacharyya, Robinson, Suchman, Das & Poole, Gupta), training students to mobilize concepts such as biopolitics,
infrastructures, racial capitalism, social reproduction, surveillance, and ontological
politics through close formal analysis rather than decontextualized summary.
The course is explicitly comparative and decolonial in orientation. It centers anticaste,
Dalit-Bahujan, and Global South perspectives to interrogate who is rendered human, governable, expendable, or impossible in dominant techno-political
imaginaries, and invites students to experiment with their own public-facing critical
work (Sociology and STS Through Science Fiction” treats speculative cinema and short fiction as the basis for a comparative ethnography of power. Across eleven weeks, the course follows a curated sequence of science fiction films (Gattaca, Arrival, Akira, Blade Runner, Snowpiercer, Equilibrium, The Matrix, District 9, Sorry to Bother You, Brazil) alongside anti-caste and South Asian speculative writing drawn primarily from The Blaft Book of Anti-Caste SF and The Gollancz Book of South Asian Science Fiction, Volume 2. These materials provide grounded, situated imaginaries of genetic citizenship, infrastructural domination, border regimes, racial capitalism, bureaucratic violence, and abolitionist horizons that are often only abstractly theorized in canonical social theory. Students thus learn to read films/speculative narratives as sites where states, markets, and technical systems are made visible: how metrics fabricate “valid” and “invalid” lives; how simulations and media infrastructures encode ideology; how camps, checkpoints, databases, and documents enact caste/race, gender, and class hierarchies; how insurgent publics, underground networks, and counter-futures contest these arrangements. Each weekly module pairs one film with a small cluster of short fiction and an average of 60-70 pages of sociology, anthropology, and STS (e.g. Benjamin, Browne, Hall, Fraser, Ahmed, Bhattacharyya, Robinson, Suchman, Das & Poole, Gupta), training students to mobilize concepts such as biopolitics,
infrastructures, racial capitalism, social reproduction, surveillance, and ontological
politics through close formal analysis rather than decontextualized summary.
The course is explicitly comparative and decolonial in orientation. It centers anticaste,
Dalit-Bahujan, and Global South perspectives to interrogate who is rendered human, governable, expendable, or impossible in dominant techno-political
imaginaries, and invites students to experiment with their own public-facing critical
work ("
SOCL347,"Humiliation: Power, Subjectivity, and Social Life",literature|political science|sociology,4,"This course explores humiliation as both an intimate emotion and a powerful social force. Drawing on philosophy, psychoanalysis, ethnography, military and conflict studies, caste/race scholarship, and literature—with South Asia as a comparative anchor—students examine humiliation as a moral violation, psychological injury, tool of governance, structural condition, and literary motif. The course equips students with theoretical insight, ethnographic sensitivity, and ethical reflexivity while engaging with challenging histories and lived experiences."
SOCL348,Social Media & Society,computer science|data science|sociology,4,"Social Media & Society"" examines digital platforms as central institutions of contemporary social life. Rather than treating social media as a discrete technological domain, the course conceptualizes platforms as sociotechnical
infrastructures that mediate visibility, labor, identity, governance, and inequality at scale. The course begins by analyzing the infrastructural and classificatory foundations of social networking systems before progressing to the forms of work, algorithmic reasoning, and public-making that they enable. Subsequent modules address the intensification of harm—misogyny, racism, casteism, extremism—as well as the emergence of illicit economies, trauma narratives, and new forms of digital care. The syllabus combines foundational scholarship in Sociology, STS, and Media Studies with recent qualitative and theoretical studies from diverse global contexts.
Across these readings, students engage with influencers, platform workers, nationalist publics, disability activists, sex workers, extremist groups, and content moderators—each case illustrating how platform architectures and governance regimes shape social practices and political possibilities. By the end of this course, students will be able to articulate how social media systems structure contemporary social life and to critically assess the political, ethical, and epistemic implications of their design and governance."
SOCL349,"Global Mobilities: Borders, Ecology, and Development",history|sociology,4,"This course offers readings to understand the dynamics of human mobility across the globe, with a particular focus on borders, ecological change, and development-induced displacement. Drawing on interdisciplinary studies, the course is a sociological and anthropological exploration of mobility, whether by force, necessity, or aspiration, in a world increasingly shaped by border security, ecological crises, geopolitical conflicts, and economic development initiatives. One major theme will be the changing nature of borders and how state policies, international regimes, and border technologies mediate mobility, often creating new forms of exclusion and precarity. The second major focus of the course will address ecological displacement—mobility triggered by climate change, environmental degradation, and natural disasters. Students will examine how environmental stressors intersect with existing vulnerabilities, including race, class, gender, and indigeneity, creating complex patterns of mobility and immobility. The third focus will be on development-induced displacement: the forced relocation of communities due to infrastructure projects, urban expansion, resource extraction, and conservation initiatives. Students will analyse the underlying logics of such displacement, often justified by narratives of progress or national interest, and the uneven power relations that shape who gets displaced, who benefits, and who is left behind.

The course, though borrowing readings from all disciplines, is grounded in anthropology as it connects the everyday experience of migration from across the world with questions of power. These are just some of the questions we will ask ourselves throughout the course as students will be encouraged to reflect on the assumptions and concepts that underlie our often strongly held beliefs about migration."
